Timestamp,Raw
1861430,492
1861930,542
1862430,526
1862930,505
1863430,487
1863930,478
1864430,482
1864930,498
1865430,520
1865930,536
1866430,546
1866930,544
1867430,528
1867930,508
1868430,489
1868930,480
1869430,480
1869930,497
1870430,517
1870930,535
1871430,545
1871930,545
1872430,531
1872930,510
1873430,491
1873930,480
1874430,480
1874930,494
1875430,515
1875930,533
1876430,545
1876930,545
1877430,533
1877930,512
1878430,493
1878930,480
1879430,479
1879930,492
1880430,512
1880930,531
1881430,543
1881930,546
1882430,535
1882930,515
1883430,495
1883930,482
1884430,479
1884930,490
1885430,510
1885930,529
1886430,543
1886930,546
1887430,537
1887930,518
1888430,498
1888930,483
1889430,478
1889930,487
1890430,507
1890930,527
1891430,541
1891930,546
1892430,539
1892930,520
1893430,500
1893930,484
1894430,478
1894930,485
1895430,504
1895930,525
1896430,540
1896930,546
1897430,541
1897930,523
1898430,502
1898930,486
1899430,478
1899930,484
1900430,502
1900930,522
1901430,539
1901930,546
1902430,541
1902930,525
1903430,505
1903930,487
1904430,478
1904930,482
1905430,499
1905930,520
1906430,537
1906930,546
1907430,543
1907930,527
1908430,507
1908930,488
1909430,479
1909930,481
1910430,497
1910930,518
1911430,535
1911930,545
1912430,544
1912930,530
1913430,509
1913930,491
1914430,479
1914930,480
1915430,495
1915930,516
1916430,534
1916930,545
1917430,545
1917930,532
1918430,512
1918930,493
1919430,480
1919930,480
1920430,493
1920930,514
1921430,532
1921930,544
1922430,545
1922930,534
1923430,514
1923930,494
1924430,481
1924930,479
1925430,491
1925930,511
1926430,530
1926930,543
1927430,546
1927930,536
1928430,517
1928930,496
1929430,482
1929930,479
1930430,488
1930930,508
1931430,528
1931930,542
1932430,546
1932930,538
1933430,519
1933930,499
1934430,484
1934930,478
1935430,487
1935930,506
1936430,526
1936930,540
1937430,546
1937930,539
1938430,522
1938930,501
1939430,485
1939930,478
1940430,484
1940930,503
1941430,523
1941930,539
1942430,546
1942930,541
1943430,524
1943930,504
1944430,486
1944930,478
1945430,483
1945930,500
1946430,521
1946930,538
1947430,546
1947930,543
1948430,527
1948930,506
1949430,488
1949930,479
1950430,481
1950930,498
1951430,519
1951930,536
1952430,545
1952930,544
1953430,529
1953930,508
1954430,490
1954930,479
1955430,481
1955930,496
1956430,517
1956930,535
1957430,545
1957930,545
1958430,531
1958930,511
1959430,492
1959930,480
1960430,479
1960930,493
1961430,514
1961930,532
1962430,544
1962930,545
1963430,533
1963930,513
1964430,494
1964930,480
1965430,479
1965930,491
1966430,512
1966930,531
1967430,543
1967930,546
1968430,535
1968930,516
1969430,495
1969930,482
1970430,478
1970930,489
1971430,509
1971930,529
1972430,542
1972930,546
1973430,537
1973930,518
1974430,498
1974930,483
1975430,479
1975930,487
1976430,507
1976930,526
1977430,541
1977930,547
1978430,539
1978930,521
1979430,500
1979930,484
1980430,478
1980930,485
1981430,504
1981930,524
1982430,539
1982930,547
1983430,541
1983930,523
1984430,503
1984930,486
1985430,478
1985930,484
1986430,501
1986930,522
1987430,538
1987930,546
1988430,542
1988930,526
1989430,505
1989930,487
1990430,478
1990930,482
1991430,498
1991930,520
1992430,536
1992930,546
1993430,543
1993930,528
1994430,508
1994930,489
1995430,479
1995930,481
1996430,496
1996930,517
1997430,535
1997930,545
1998430,544
1998930,531
1999430,510
1999930,491
2000430,480
2000930,480
2001430,493
2001930,514
2002430,533
2002930,544
2003430,545
2003930,534
2004430,513
2004930,494
2005430,481
2005930,479
2006430,491
2006930,512
2007430,531
2007930,543
2008430,546
2008930,535
2009430,516
2009930,496
2010430,482
2010930,479
2011430,489
2011930,509
2012430,528
2012930,542
2013430,546
2013930,537
2014430,518
2014930,498
2015430,483
2015930,478
2016430,487
2016930,507
2017430,527
2017930,541
2018430,547
2018930,539
2019430,521
2019930,501
2020430,484
2020930,478
2021430,485
2021930,504
2022430,525
2022930,539
2023430,547
2023930,541
2024430,523
2024930,503
2025430,486
2025930,478
2026430,483
2026930,501
2027430,522
2027930,538
2028430,546
2028930,542
2029430,526
2029930,505
2030430,488
2030930,478
2031430,482
2031930,498
2032430,520
2032930,536
2033430,546
2033930,543
2034430,528
2034930,508
2035430,490
2035930,479
2036430,481
2036930,496
2037430,517
2037930,535
2038430,545
2038930,545
2039430,531
2039930,510
2040430,492
2040930,480
2041430,480
2041930,494
2042430,515
2042930,533
2043430,545
2043930,545
2044430,533
2044930,513
2045430,493
2045930,481
2046430,479
2046930,492
2047430,513
2047930,531
2048430,543
2048930,546
2049430,535
2049930,515
2050430,496
2050930,482
2051430,479
2051930,489
2052430,510
2052930,529
2053430,542
2053930,546
2054430,537
2054930,518
2055430,497
2055930,483
2056430,479
2056930,487
2057430,507
2057930,527
2058430,541
2058930,546
2059430,539
2059930,521
2060430,500
2060930,484
2061430,478
2061930,485
2062430,504
2062930,524
2063430,539
2063930,547
2064430,541
2064930,523
2065430,503
2065930,486
2066430,479
2066930,484
2067430,501
2067930,523
2068430,538
2068930,546
2069430,542
2069930,526
2070430,505
2070930,487
2071430,479
2071930,482
2072430,499
2072930,520
2073430,537
2073930,546
2074430,543
2074930,529
2075430,508
2075930,490
2076430,479
2076930,481
2077430,496
2077930,517
2078430,535
2078930,545
2079430,544
2079930,531
2080430,511
2080930,492
2081430,480
2081930,480
2082430,494
2082930,514
2083430,533
2083930,544
2084430,545
2084930,533
2085430,513
2085930,494
2086430,481
2086930,479
2087430,491
2087930,512
2088430,531
2088930,543
2089430,546
2089930,535
2090430,516
2090930,496
2091430,482
2091930,478
2092430,489
2092930,509
2093430,528
2093930,542
2094430,546
2094930,538
2095430,519
2095930,499
2096430,483
2096930,478
2097430,487
2097930,506
2098430,527
2098930,541
2099430,546
2099930,539
2100430,521
2100930,501
2101430,485
2101930,478
2102430,485
2102930,504
2103430,524
2103930,539
2104430,546
2104930,541
2105430,524
2105930,503
2106430,486
2106930,478
2107430,483
2107930,500
2108430,521
2108930,538
2109430,546
2109930,542
2110430,526
2110930,506
2111430,488
2111930,479
2112430,482
2112930,498
2113430,519
2113930,536
2114430,545
2114930,543
2115430,529
2115930,508
2116430,490
2116930,479
2117430,481
2117930,495
2118430,517
2118930,534
2119430,545
2119930,544
2120430,531
2120930,511
2121430,492
2121930,480
2122430,480
2122930,493
2123430,515
2123930,533
2124430,544
2124930,546
2125430,533
2125930,513
2126430,494
2126930,481
2127430,479
2127930,491
2128430,512
2128930,531
2129430,543
2129930,546
2130430,535
2130930,516
2131430,496
2131930,482
2132430,479
2132930,489
2133430,509
2133930,528
2134430,542
2134930,546
2135430,537
2135930,518
2136430,498
2136930,483
2137430,478
2137930,487
2138430,507
2138930,526
2139430,541
2139930,546
2140430,539
2140930,521
2141430,501
2141930,485
2142430,478
2142930,485
2143430,504
2143930,524
2144430,539
2144930,547
2145430,541
2145930,524
2146430,503
2146930,486
2147430,478
2147930,483
2148430,501
2148930,522
2149430,538
2149930,546
2150430,542
2150930,526
2151430,506
2151930,488
2152430,478
2152930,482
2153430,498
2153930,519
2154430,536
2154930,545
2155430,544
2155930,529
2156430,508
2156930,490
2157430,479
2157930,481
2158430,496
2158930,517
2159430,535
2159930,545
2160430,544
2160930,531
2161430,511
2161930,492
2162430,480
2162930,480
2163430,493
2163930,515
2164430,532
2164930,544
2165430,545
2165930,534
2166430,513
2166930,494
2167430,481
2167930,479
2168430,491
2168930,512
2169430,531
2169930,543
2170430,546
2170930,536
2171430,516
2171930,496
2172430,482
2172930,478
2173430,488
2173930,509
2174430,529
2174930,542
2175430,546
2175930,537
2176430,518
2176930,498
2177430,483
2177930,478
2178430,487
2178930,506
2179430,526
2179930,541
2180430,546
2180930,538
2181430,520
2181930,500
2182430,484
2182930,478
2183430,485
2183930,504
2184430,524
2184930,540
2185430,547
2185930,541
2186430,523
2186930,502
2187430,486
2187930,478
2188430,484
2188930,502
2189430,522
2189930,538
2190430,546
2190930,542
2191430,525
2191930,505
2192430,487
2192930,478
2193430,482
2193930,499
2194430,521
2194930,537
2195430,546
2195930,543
2196430,528
2196930,507
2197430,489
2197930,479
2198430,481
2198930,497
2199430,518
2199930,535
2200430,545
2200930,544
2201430,530
2201930,509
2202430,491
2202930,479
2203430,480
2203930,494
2204430,515
2204930,534
2205430,545
2205930,545
2206430,532
2206930,512
2207430,492
2207930,480
2208430,480
2208930,492
2209430,513
2209930,532
2210430,544
2210930,546
2211430,534
2211930,514
2212430,495
2212930,481
2213430,478
2213930,490
2214430,511
2214930,530
2215430,543
2215930,546
2216430,536
2216930,517
2217430,497
2217930,482
2218430,478
2218930,488
2219430,508
2219930,528
2220430,542
2220930,546
2221430,538
2221930,519
2222430,499
2222930,483
2223430,478
2223930,486
2224430,506
2224930,526
2225430,541
2225930,546
2226430,540
2226930,521
2227430,501
2227930,485
2228430,478
2228930,484
2229430,504
2229930,524
2230430,540
2230930,546
2231430,541
2231930,524
2232430,503
2232930,486
2233430,478
2233930,483
2234430,500
