Timestamp,Raw
1864114,449
1864614,484
1865114,478
1865614,486
1866114,505
1866614,525
1867114,540
1867614,547
1868114,540
1868614,522
1869114,502
1869614,485
1870114,478
1870614,484
1871114,503
1871614,523
1872114,539
1872614,547
1873114,542
1873614,525
1874114,504
1874614,487
1875114,478
1875614,483
1876114,500
1876614,521
1877114,537
1877614,546
1878114,543
1878614,527
1879114,506
1879614,488
1880114,479
1880614,482
1881114,497
1881614,519
1882114,536
1882614,545
1883114,544
1883614,529
1884114,509
1884614,490
1885114,479
1885614,480
1886114,495
1886614,516
1887114,534
1887614,545
1888114,545
1888614,531
1889114,511
1889614,492
1890114,480
1890614,479
1891114,493
1891614,514
1892114,533
1892614,544
1893114,546
1893614,534
1894114,513
1894614,494
1895114,481
1895614,479
1896114,490
1896614,512
1897114,530
1897614,543
1898114,546
1898614,536
1899114,516
1899614,496
1900114,482
1900614,479
1901114,489
1901614,509
1902114,529
1902614,542
1903114,546
1903614,538
1904114,519
1904614,499
1905114,483
1905614,478
1906114,487
1906614,506
1907114,526
1907614,541
1908114,546
1908614,539
1909114,521
1909614,501
1910114,484
1910614,478
1911114,485
1911614,503
1912114,524
1912614,539
1913114,547
1913614,541
1914114,524
1914614,503
1915114,486
1915614,478
1916114,483
1916614,501
1917114,522
1917614,538
1918114,546
1918614,542
1919114,526
1919614,505
1920114,488
1920614,479
1921114,481
1921614,499
1922114,520
1922614,536
1923114,546
1923614,543
1924114,528
1924614,508
1925114,489
1925614,479
1926114,481
1926614,496
1927114,518
1927614,535
1928114,545
1928614,544
1929114,531
1929614,510
1930114,491
1930614,480
1931114,480
1931614,493
1932114,515
1932614,532
1933114,544
1933614,545
1934114,533
1934614,513
1935114,493
1935614,480
1936114,479
1936614,491
1937114,512
1937614,531
1938114,544
1938614,546
1939114,535
1939614,515
1940114,495
1940614,482
1941114,479
1941614,489
1942114,509
1942614,529
1943114,543
1943614,546
1944114,537
1944614,518
1945114,497
1945614,483
1946114,478
1946614,487
1947114,507
1947614,527
1948114,541
1948614,546
1949114,539
1949614,521
1950114,500
1950614,484
1951114,478
1951614,485
1952114,504
1952614,525
1953114,540
1953614,547
1954114,540
1954614,523
1955114,502
1955614,485
1956114,478
1956614,484
1957114,502
1957614,523
1958114,539
1958614,546
1959114,542
1959614,525
1960114,504
1960614,487
1961114,478
1961614,483
1962114,500
1962614,520
1963114,537
1963614,546
1964114,543
1964614,527
1965114,507
1965614,489
1966114,479
1966614,481
1967114,497
1967614,519
1968114,535
1968614,545
1969114,543
1969614,530
1970114,509
1970614,491
1971114,480
1971614,480
1972114,494
1972614,516
1973114,534
1973614,545
1974114,545
1974614,532
1975114,512
1975614,492
1976114,480
1976614,479
1977114,492
1977614,513
1978114,532
1978614,544
1979114,545
1979614,535
1980114,514
1980614,495
1981114,481
1981614,479
1982114,490
1982614,511
1983114,530
1983614,543
1984114,546
1984614,536
1985114,517
1985614,498
1986114,483
1986614,478
1987114,488
1987614,508
1988114,527
1988614,542
1989114,546
1989614,538
1990114,519
1990614,499
1991114,484
1991614,478
1992114,486
1992614,505
1993114,525
1993614,540
1994114,546
1994614,540
1995114,522
