Timestamp,Raw
1859634,455
1860134,488
1860634,479
1861134,482
1861634,498
1862134,519
1862634,536
1863134,546
1863634,544
1864134,529
1864634,508
1865134,490
1865634,479
1866134,481
1866634,495
1867134,517
1867634,534
1868134,545
1868634,545
1869134,531
1869634,511
1870134,492
1870634,480
1871134,480
1871634,493
1872134,514
1872634,532
1873134,544
1873634,545
1874134,534
1874634,513
1875134,493
1875634,481
1876134,479
1876634,491
1877134,511
1877634,530
1878134,543
1878634,546
1879134,536
1879634,516
1880134,496
1880634,482
1881134,478
1881634,488
1882134,509
1882634,528
1883134,542
1883634,546
1884134,537
1884634,518
1885134,498
1885634,483
1886134,478
1886634,487
1887134,506
1887634,527
1888134,541
1888634,547
1889134,539
1889634,521
1890134,500
1890634,484
1891134,478
1891634,485
1892134,504
1892634,525
1893134,540
1893634,547
1894134,541
1894634,523
1895134,503
1895634,486
1896134,478
1896634,483
1897134,501
1897634,522
1898134,538
1898634,546
1899134,542
1899634,526
1900134,505
1900634,488
1901134,478
1901634,482
1902134,498
1902634,520
1903134,537
1903634,546
1904134,543
1904634,528
1905134,508
1905634,489
1906134,479
1906634,481
1907134,496
1907634,517
1908134,535
1908634,545
1909134,544
1909634,531
1910134,510
1910634,491
1911134,479
1911634,480
1912134,493
1912634,515
1913134,533
1913634,544
1914134,545
1914634,533
1915134,513
1915634,493
1916134,481
1916634,479
1917134,492
1917634,513
1918134,531
1918634,543
1919134,546
1919634,535
1920134,515
1920634,495
1921134,481
1921634,479
1922134,489
1922634,510
1923134,529
1923634,542
1924134,546
1924634,536
1925134,517
1925634,497
1926134,483
1926634,478
1927134,488
1927634,507
1928134,527
1928634,541
1929134,546
1929634,539
1930134,520
1930634,500
1931134,484
1931634,478
1932134,485
1932634,504
1933134,525
1933634,540
1934134,546
1934634,541
1935134,523
1935634,502
1936134,485
1936634,478
1937134,484
1937634,502
1938134,523
1938634,539
1939134,546
1939634,542
1940134,525
1940634,505
1941134,487
1941634,478
1942134,482
1942634,499
1943134,520
1943634,537
1944134,546
1944634,543
1945134,528
1945634,507
1946134,489
1946634,479
1947134,481
1947634,497
1948134,518
1948634,535
1949134,545
1949634,544
1950134,530
1950634,509
1951134,491
1951634,480
1952134,480
1952634,495
1953134,515
1953634,534
1954134,544
1954634,545
1955134,532
1955634,511
1956134,493
1956634,480
1957134,479
1957634,493
1958134,513
1958634,532
1959134,544
1959634,546
1960134,534
1960634,514
1961134,494
1961634,481
1962134,479
1962634,490
1963134,511
1963634,530
1964134,543
1964634,546
1965134,536
1965634,517
1966134,496
1966634,482
1967134,479
1967634,488
1968134,509
1968634,528
1969134,542
1969634,546
1970134,537
1970634,519
1971134,499
1971634,483
1972134,478
1972634,487
1973134,506
1973634,526
1974134,541
1974634,546
1975134,539
1975634,521
1976134,501
1976634,485
1977134,478
1977634,484
1978134,503
1978634,523
1979134,539
1979634,546
1980134,541
1980634,524
1981134,504
1981634,486
1982134,478
1982634,483
1983134,500
1983634,521
1984134,537
1984634,546
1985134,543
1985634,527
1986134,506
1986634,488
1987134,479
1987634,481
1988134,498
1988634,519
1989134,536
1989634,545
1990134,544
1990634,529
1991134,508
1991634,490
1992134,479
1992634,480
1993134,496
1993634,517
1994134,534
1994634,545
1995134,545
1995634,531
1996134,510
1996634,492
1997134,480
1997634,480
1998134,493
1998634,514
1999134,532
1999634,544
2000134,545
2000634,534
2001134,513
2001634,494
2002134,481
2002634,479
2003134,491
2003634,511
2004134,530
2004634,543
2005134,546
2005634,536
2006134,516
2006634,496
2007134,482
2007634,478
2008134,489
2008634,509
2009134,528
2009634,542
2010134,546
2010634,538
2011134,518
2011634,499
2012134,483
2012634,478
2013134,486
2013634,505
2014134,526
2014634,541
2015134,547
2015634,540
2016134,521
2016634,501
2017134,485
2017634,478
2018134,484
2018634,503
2019134,524
2019634,539
2020134,547
2020634,541
2021134,524
2021634,504
2022134,487
2022634,478
2023134,483
2023634,501
2024134,521
2024634,538
2025134,546
2025634,543
2026134,526
2026634,506
2027134,488
2027634,478
2028134,482
2028634,498
2029134,519
